LocationId,LocationExternalId,LocationName,LastModifiedDate,LastModifiedByEmployeeId,LastModifiedByEmployeeExternalId,Status,Contact,Address,TimeZone,StartOfWeek,LocationType,LocationSubType,ParentLocationId,EffectiveDate
7874f498-8386-4631-b3ac-f1dfacf2549e,FortLauderdaleSouth,Fort Lauderdale South,2024-07-18T12:55:55,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Florida,
7b2e0efa-6edd-4987-8293-65629df62ee0,88001_PT,Pacific - FB Supply Chain - WowTown,2024-12-23T17:17:22,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,88001,2024-01-01
7d34934b-fead-4aa8-ac05-e803832cee48,3075,3075 Logan,2024-08-30T19:56:17,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,UtahNorth,2023-06-30
7d6b1a27-36ca-4a56-8573-941174298799,AtlantaWest,Atlanta West,2024-07-18T12:55:56,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,SouthAtlantic,
855a9b6c-8f9a-4123-a4b0-5a5ad86aee65,Manhattan,Manhattan,2024-09-08T21:09:50,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,NewYorkCityMetro,
8eb56833-704b-4937-a3e7-8c2cade09312,ColoradoNorth,Colorado North,2024-07-18T12:55:53,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Mountain,
923865c1-98a8-4f10-a4d7-a827af5dbd49,6244,6244 Coral Gables,2024-08-30T19:56:46,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,MiamiSouth,2023-06-30
97e1ccf9-256a-4f0a-a383-9e2a4d4cc20a,LosAngelesMetro,Los Angeles Metro,2024-07-18T12:56:00,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,West,
9fb266ba-602d-4825-abff-0c1b9f3915d1,1391,1391 Chula Vista East Village Walk at Eastlake,2024-08-30T19:56:08,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanDiegoSouth,2021-10-01
a7c835c1-2b7c-446b-9b99-a0ee8712d294,IllinoisCentral,Illinois Central,2024-07-18T12:55:54,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Midwest,
ab663842-d9d8-4884-a584-3b35ba8a0438,1359,1359 Best in the West,2024-08-30T19:56:07,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LasVegas,2021-01-01
af730a33-9ce0-474a-a18c-ecaeefec6efa,1321,1321 Mira Mesa,2024-08-30T19:56:04,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanDiegoSouth,2021-01-01
be3a8db9-e78b-4495-ad9d-7f1e7a9f770c,1305,1305 N. Fontana,2024-07-18T12:57:03,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanGabrielValley,2021-01-01
c739e906-d314-4396-9b33-690b3a18cb93,87000_PT,Pacific - Merchandising Operations - WowTown,2024-12-23T17:17:21,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,87000,2024-01-01
ca71daf8-d69c-49b2-b976-738259d1d232,VirginiaBeach,Virginia Beach,2024-07-18T12:55:53,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,SouthAtlantic,
cab32f64-8b2f-41db-b83d-6f82a19c1c31,1332,1332 Glendale,2024-07-18T12:56:22,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesEast,2020-01-01
cb63eff5-39db-4ca0-991f-677687c2387e,1313,1313 Lancaster,2024-08-30T19:56:04,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesWest,2020-01-01
d5dded62-064d-4d7e-9617-afa547e144fc,UtahSouth,Utah South,2024-09-08T21:09:50,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Mountain,
d71d3ac5-e955-4652-ae03-1c1769b6f320,1374,1374 North Oceanside,2024-08-30T19:56:07,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanDiegoNorth,2021-01-01
d73d1c97-ca06-406c-ac8e-93e59362555a,1471,1471 Lodi,2024-08-30T19:56:12,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,EastBay,2024-01-01
e00bee7a-12f6-47f8-b3bb-9ccc9f6ec6bc,LouisianaNorth,Louisiana North,2024-07-18T12:55:52,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,MidSouth,
e1e5d27e-8627-4dea-9fd8-1971ce4e59c0,1327,1327 Simi Valley,2024-07-18T12:57:39,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesNorth,2021-01-01
edefa7b0-9731-4eb8-b70c-bab689182e13,1310,1310 S. Fontana,2024-07-18T12:57:28,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,InlandEmpire,2020-01-01
ee9a387a-a9b8-4559-aae2-0c9ada0a9e46,ConnecticutWest,Connecticut West,2024-09-08T21:09:50,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Northeast,
f4e97efc-27bc-4375-b1b8-b4ab5f3fbf8b,1415,1415 Yuba City,2024-07-18T12:57:24,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SacramentoNorth,2022-10-28
f681d4e1-2672-4955-82ac-176a90578d4f,1342,1342 Central Bakersfield,2024-08-30T19:56:06,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,CentralValley,2020-01-01
ffc94b77-e1b6-477a-8934-b6fe05c53190,PhiladelphiaNorthwest,Philadelphia Northwest,2024-07-18T12:55:58,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,MidAtlantic,
083e88fd-d3db-4485-a17a-a87c8f9e6f17,1329,1329 La Verne,2024-07-18T12:57:16,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanGabrielValley,2021-01-01
08867384-fe10-448d-a449-aba0cdda7d56,AtlantaNorth,Atlanta North,2024-07-18T12:55:55,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,SouthAtlantic,
10eed3d0-48e5-4f93-ac47-d52c692d66fa,82000_PT,Pacific - Merchandising - WowTown,2024-12-23T17:17:18,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,82000,2024-01-01
1ae3ce55-7618-48e2-85f7-57102b26093c,1335,1335 Valencia,2024-08-30T19:56:05,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesWest,2021-01-01
1bd336af-8547-47f7-b6e3-730543814238,1457,1457 Carmichael,2024-08-30T19:56:12,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SacramentoNorth,2024-01-01
2246e4a6-517e-4eda-8943-bf759700702e,LegionDistrict,Legion District,2024-10-18T12:43:27,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,af94ff12-c30a-4bf3-aac6-dedf66ce1e13,
2439a074-c52a-4d33-9fe6-b268005b027c,NewYorkCityMetro,New York City Metro,2024-09-08T21:09:49,System,System,ENABLED,,,America/Los_Angeles,Sunday,UpperField,,East,
460b7b7e-d530-4fae-8606-2513da34846c,OklahomaWest,Oklahoma West,2024-07-18T12:55:58,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Mountain,
4c6afc94-fe03-4f37-8c5e-c8f414c1e1d4,LosAngelesEast,Los Angeles East,2024-07-18T12:55:54,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,West,
511f6414-9e28-42fb-9c72-76badec5c090,1315,1315 Pico Rivera,2024-08-30T19:56:04,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesEast,2021-01-01
590d1229-7031-4d75-a6bf-a41c22a5ba7d,1340,1340 Hemet,2024-07-18T12:57:34,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanDiegoNorth,2021-01-01
5aca5ad5-eed1-4044-a02c-94ebdff1875a,1388,1388 Fullerton,2024-08-30T19:56:08,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanGabrielValley,2021-10-01
600a5815-ebf1-4036-9c58-8436acf0648b,71900_PT,Pacific - New Store Growth - WowTown,2024-12-23T17:17:16,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,71900,2024-01-01
676741f3-423c-406e-a06e-cdfe2f102267,1412,1412 S. Stockton,2024-07-18T12:56:33,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,EastBay,2022-11-25
698db7dd-7d96-4dfd-abd0-760ebe1fd9a1,1411,1411 Long Beach Los Altos,2024-08-30T19:56:10,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesMetro,2022-08-05
6b5451c1-c5fa-4670-9e3a-15828059747c,1309,1309 Lake Elsinore,2024-07-18T12:57:32,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanDiegoNorth,2021-01-01
6c10c5df-7c1c-492a-8f38-b7ab859dac92,1368,1368 Arden South,2024-08-30T19:56:07,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SacramentoNorth,2021-04-09
6dfbe7ae-112c-4d65-8871-a4f7e2fed57c,1419,1419 Corona,2024-07-18T12:56:11,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,InlandEmpire,2022-08-19
6e6b5af5-37d2-404f-adb6-d779f72514a5,1373,1373 El Cajon,2024-08-30T19:56:07,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanDiegoSouth,2021-04-23
740a9ff4-1ea9-4b1d-9705-d79e8358d061,85000_PT,Pacific - Marketing - WowTown,2024-12-23T17:17:20,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,85000,2024-01-01
78a1a7ba-5c84-45a4-8e39-78faff500140,1326,1326 Perris,2024-08-30T19:56:05,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanDiegoNorth,2021-01-01
8b5ba86b-577b-4958-a0e9-aa1b874a18e1,TexasSouth,Texas South,2024-07-18T12:55:58,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Texas,
979fc761-0c3e-48e8-b20e-9a2980d26fbd,1445,1445 Chino,2024-08-30T19:56:11,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanGabrielValley,2023-06-30
9a2e6771-372c-4408-b9eb-0347cc285bd0,TexasPanhandle,Texas Panhandle,2024-07-18T12:55:55,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Texas,
9c363d3a-517e-416b-9974-e67cef0828e3,1437,1437 Hermosa Beach,2024-08-30T19:56:11,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesMetro,2023-06-30
9d14066c-119a-4a89-ba00-8367c82a7f57,99400_PT,Pacific - Human Resources - WowTown,2024-12-23T17:17:24,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,99400,2024-01-01
9d9000ca-0e05-42d3-be49-a7078dad2dfb,LasVegas,Las Vegas,2024-07-18T12:55:55,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,West,
acb3cfce-5e85-4a98-9feb-dbff82b2772a,1362,1362 Natomas,2024-07-18T12:57:01,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SacramentoNorth,2020-07-08
aebd3b4d-4131-493d-984a-612300ac32bb,83000_PT,Pacific - Product Development - WowTown,2024-12-23T17:17:19,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,83000,2024-01-01
b121632b-db38-4ab6-96b4-19661ef9f5b6,Harrisburg,Harrisburg,2024-08-30T19:55:18,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,MidAtlantic,
b67ebed0-d4f5-4c64-baf2-5025daac4c25,1349,1349 Stockton North,2024-08-30T19:56:06,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,EastBay,2020-07-08
be145e11-a952-4d02-acdc-37dfdbce5e3d,1308,1308 Rancho Cucamnga,2024-07-18T12:57:26,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanGabrielValley,2020-01-01
be967633-30a1-4401-91a5-9f5338c38c02,Northeast,Northeast,2024-07-18T12:55:51,System,System,ENABLED,,,America/Los_Angeles,Sunday,UpperField,,East,
c014c388-757d-4cd8-a957-500c9e19ffa2,1339,1339 Beaumont,2024-07-18T12:56:02,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,InlandEmpire,2021-01-01
c14351b9-0515-4967-9351-3460298fb004,Utah,Utah,2024-07-18T12:55:55,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Mountain,
c1855fe7-a786-4616-8577-41ddb6eab00a,1323,1323 Anaheim East,2024-08-30T19:56:05,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesMetro,2021-01-01
c34606ef-15aa-4e52-b3e8-b547d1ba240b,Lansing,Lansing,2024-07-18T12:56:00,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,GreatLakes,
cb0a2313-8d1e-4dcc-8855-a7a9207bdf33,1424,1424 Rolling Hills,2024-08-30T19:56:10,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesMetro,2022-08-05
cc662932-bd8c-479d-b1e1-dcb2a6905af5,99200_PT,Pacific - Finance - WowTown,2024-12-23T17:17:23,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,99200,2024-01-01
d2352dea-8b21-4868-a5c8-fc58c68f3994,1435,1435 Milpitas,2024-08-30T19:56:11,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SouthBay,2023-06-30
d3b7d688-bab9-4d8a-9664-733b2d8982cf,1319,1319 Downey,2024-08-30T19:56:04,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesMetro,2021-01-01
d7cc1d6e-afc9-46b1-a9d6-46b8a96f2d78,1408,1408 Antioch,2024-08-30T19:56:09,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,EastBay,2022-05-13
e20da8db-2cec-4fa2-9e49-9bb9c7931e35,West,West,2024-07-18T12:55:51,System,System,ENABLED,,,America/Los_Angeles,Sunday,UpperField,,CentralWest,
e63c8627-86d8-4140-81bf-ed8616f8c9d8,1330,1330 Buena Park,2024-07-18T12:56:44,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesMetro,2021-01-01
e849411c-e589-4fcf-a369-1659df37697a,1314,1314 Murrieta,2024-08-30T19:56:04,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,SanDiegoNorth,2021-01-01
e9123d96-d5a3-4758-bed4-f322c4d081ec,1312,1312 Redlands,2024-07-18T12:58:06,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,InlandEmpire,2021-01-01
f42484b2-975c-4dee-8e15-7214eb585a4e,Queens,Queens,2024-07-18T12:55:53,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,NewYorkCityMetro,
f5d2ea3e-90c4-4def-b6b2-6b0adc4c6525,1400,1400 Montebello South,2024-08-30T19:56:09,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesEast,2021-10-01
fde3675d-26b9-49ac-808e-43ce309db577,Reading,Reading,2024-09-08T21:09:50,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,MidAtlantic,
feead11e-5e45-4717-b260-b27e7b54a28d,1300,1300 Porter Ranch,2024-07-18T12:57:03,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesWest,2021-01-01
00741209-73ab-4e93-b8ed-fe92a1250b09,99000_PT,Pacific - Executive - WowTown,2024-12-23T17:17:22,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,99000,2024-01-01
03dcc9b5-916d-4951-8b92-a9b3a1eba557,1345,1345 Fresno Fashion Fair,2024-07-18T12:56:09,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,CentralValley,2021-01-01
04ad315a-18a5-4a0d-9dbf-e8f4ac578bda,1462,1462 Granada Hills,2024-08-30T19:56:12,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LosAngelesWest,2023-07-31
05758204-069e-4563-b591-11ddb2bf9e0c,TheDakotas,The Dakotas,2024-07-18T12:55:53,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Mountain,
0a232668-f43d-4249-b839-698828b8fbe6,1367,1367 Best on the Blvd,2024-08-30T19:56:07,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,LasVegas,2021-04-09
0b9c9b55-1760-4319-87fe-e60b436ddf75,7138,7138 Angola,2024-08-30T19:56:56,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,MichiganSouthwest,2023-06-30
0beca853-cc7f-4dc8-8d46-844fa853526e,ChicagoSouth,Chicago South,2024-07-18T12:55:58,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Midwest,
158c4ffa-6f8f-4c18-b7d8-9f51f210b240,1407,1407 Reno South,2024-08-30T19:56:09,System,System,ENABLED,,,America/Los_Angeles,Sunday,Real,Real,Sacramento,2022-07-29
19fbb34d-e1a8-4d26-9a1c-bd10d0a9c42c,DFWSouth,DFW South,2024-08-30T19:55:18,System,System,ENABLED,,,America/Los_Angeles,Sunday,District,,Texas,
