Employee ID,Date/Time,Labor Level Transfer,Work Rule Transfer,,Punch Type,Time Zone ID
745468,1/30/2025 20:59,,,,Out Punch,134040
719327,1/31/2025 6:02,,,,New Shift,134040
719327,1/31/2025 10:30,,,,Out Punch,134040
808741,1/31/2025 6:02,,,,New Shift,134040
808741,1/31/2025 10:05,,,,Out Punch,134040
527454,1/31/2025 7:55,,,,New Shift,134040
527454,1/31/2025 12:02,,,,Out Punch,134040
719327,1/31/2025 11:02,,,,CA 30 Min Meal at LT 5 Hrs,134040
719327,1/31/2025 14:57,,,,Out Punch,134040
527454,1/31/2025 12:32,,,,CA 30 Min Meal at LT 5 Hrs,134040
527454,1/31/2025 17:30,,,,Out Punch,134040
745468,1/31/2025 14:59,,,,New Shift,134040
745468,1/31/2025 18:16,,,,Out Punch,134040
745468,1/31/2025 18:47,,,,CA 30 Min Meal at LT 5 Hrs,134040
745468,1/31/2025 20:59,,,,Out Punch,134040
527454,2/1/2025 8:38,,,,New Shift,134040
527454,2/1/2025 13:31,,,,Out Punch,134040
808741,2/1/2025 9:57,,,,New Shift,134040
808741,2/1/2025 14:54,,,,Out Punch,134040
527454,2/1/2025 14:01,,,,CA 30 Min Meal at LT 5 Hrs,134040
527454,2/1/2025 17:10,,,,Out Punch,134040
745468,2/1/2025 14:59,,,,New Shift,134040
745468,2/1/2025 18:18,,,,Out Punch,134040
745468,2/1/2025 18:49,,,,CA 30 Min Meal at LT 5 Hrs,134040
745468,2/1/2025 21:01,,,,Out Punch,134040
777177,2/2/2025 8:58,,,,New Shift,134040
777177,2/2/2025 13:36,,,,Out Punch,134040
809143,2/2/2025 10:00,,,,New Shift,134040
809143,2/2/2025 14:01,,,,Out Punch,134040
745468,2/2/2025 13:29,,,,New Shift,134040
745468,2/2/2025 17:35,,,,Out Punch,134040
777177,2/2/2025 14:06,,,,CA 30 Min Meal at LT 5 Hrs,134040
777177,2/2/2025 17:31,,,,Out Punch,134040
745468,2/2/2025 18:05,,,,CA 30 Min Meal at LT 5 Hrs,134040
745468,2/2/2025 20:01,,,,Out Punch,134040
527454,2/3/2025 6:55,,,,New Shift,134040
527454,2/3/2025 11:45,,,,Out Punch,134040
719327,2/3/2025 7:57,,,,New Shift,134040
719327,2/3/2025 12:32,,,,Out Punch,134040
527454,2/3/2025 12:15,,,,CA 30 Min Meal at LT 5 Hrs,134040
527454,2/3/2025 16:30,,,,Out Punch,134040
777177,2/3/2025 12:31,,,,New Shift,134040
777177,2/3/2025 17:25,,,,Out Punch,134040
719327,2/3/2025 13:03,,,,CA 30 Min Meal at LT 5 Hrs,134040
719327,2/3/2025 16:30,,,,Out Punch,134040
745468,2/3/2025 16:30,,,,New Shift,134040
745468,2/3/2025 20:55,,,,Out Punch,134040
777177,2/3/2025 17:55,,,,CA 30 Min Meal at LT 5 Hrs,134040
777177,2/3/2025 20:55,,,,Out Punch,134040
719327,2/4/2025 9:01,,,,New Shift,134040
719327,2/4/2025 13:45,,,,Out Punch,134040
527454,2/4/2025 9:45,,,,New Shift,134040
527454,2/4/2025 14:30,,,,Out Punch,134040
719327,2/4/2025 14:17,,,,CA 30 Min Meal at LT 5 Hrs,134040
719327,2/4/2025 17:30,,,,Out Punch,134040
527454,2/4/2025 15:00,,,,CA 30 Min Meal at LT 5 Hrs,134040
527454,2/4/2025 19:12,,,,Out Punch,134040
776670,2/4/2025 17:00,,,,New Shift,134040
776670,2/4/2025 20:59,,,,Out Punch,134040
745468,2/4/2025 17:00,,,,New Shift,134040
745468,2/4/2025 20:59,,,,Out Punch,134040
808741,2/5/2025 5:58,,,,New Shift,134040
808741,2/5/2025 10:09,,,,Out Punch,134040
719327,2/5/2025 5:59,,,,New Shift,134040
719327,2/5/2025 10:30,,,,Out Punch,134040
527454,2/5/2025 7:56,,,,New Shift,134040
527454,2/5/2025 12:30,,,,Out Punch,134040
836365,2/5/2025 9:58,,,,New Shift,134040
836365,2/5/2025 14:06,,,,Out Punch,134040
777177,2/5/2025 10:00,,,,New Shift,134040
777177,2/5/2025 14:00,,,,Out Punch,134040
719327,2/5/2025 11:02,,,,CA 30 Min Meal at LT 5 Hrs,134040
719327,2/5/2025 14:34,,,,Out Punch,134040
527454,2/5/2025 13:00,,,,CA 30 Min Meal at LT 5 Hrs,134040
527454,2/5/2025 17:27,,,,Out Punch,134040
777177,2/5/2025 14:30,,,,CA 30 Min Meal at LT 5 Hrs,134040
777177,2/5/2025 18:33,,,,Out Punch,134040
745468,2/5/2025 14:59,,,,New Shift,134040
745468,2/5/2025 18:40,,,,Out Punch,134040
745468,2/5/2025 19:10,,,,CA 30 Min Meal at LT 5 Hrs,134040
745468,2/5/2025 20:59,,,,Out Punch,134040
777177,2/6/2025 8:56,,,,New Shift,134040
777177,2/6/2025 13:48,,,,Out Punch,134040
777177,2/6/2025 14:18,,,,CA 30 Min Meal at LT 5 Hrs,134040
777177,2/6/2025 17:30,,,,Out Punch,134040
745468,2/6/2025 15:00,,,,New Shift,134040
745468,2/6/2025 18:24,,,,Out Punch,134040
745468,2/6/2025 18:54,,,,CA 30 Min Meal at LT 5 Hrs,134040
745468,2/6/2025 20:58,,,,Out Punch,134040
808741,2/7/2025 7:58,,,,New Shift,134040
808741,2/7/2025 12:04,,,,Out Punch,134040
719327,2/7/2025 7:58,,,,New Shift,134040
719327,2/7/2025 12:15,,,,Out Punch,134040
527454,2/7/2025 7:58,,,,New Shift,134040
527454,2/7/2025 12:51,,,,Out Punch,134040
719327,2/7/2025 12:46,,,,CA 30 Min Meal at LT 5 Hrs,134040
719327,2/7/2025 16:30,,,,Out Punch,134040
527454,2/7/2025 13:21,,,,CA 30 Min Meal at LT 5 Hrs,134040
527454,2/7/2025 17:21,,,,Out Punch,134040
745468,2/7/2025 15:00,,,,New Shift,134040
745468,2/7/2025 18:14,,,,Out Punch,134040
745468,2/7/2025 18:45,,,,CA 30 Min Meal at LT 5 Hrs,134040
745468,2/7/2025 21:00,,,,Out Punch,134040
719327,2/8/2025 8:58,,,,New Shift,134040
719327,2/8/2025 13:22,,,,Out Punch,134040
808741,2/8/2025 9:58,,,,New Shift,134040
808741,2/8/2025 14:01,,,,Out Punch,134040
777177,2/8/2025 12:28,,,,New Shift,134040
777177,2/8/2025 17:22,,,,Out Punch,134040
719327,2/8/2025 13:54,,,,CA 30 Min Meal at LT 5 Hrs,134040
719327,2/8/2025 17:33,,,,Out Punch,134040
777177,2/8/2025 17:52,,,,CA 30 Min Meal at LT 5 Hrs,134040
777177,2/8/2025 21:01,,,,Out Punch,134040
849003,1/26/2025 16:00,,,,New Shift,134040
849003,1/26/2025 20:00,,,,Out Punch,134040
849098,1/26/2025 16:01,,,,New Shift,134040
849098,1/26/2025 20:00,,,,Out Punch,134040
794410,1/27/2025 16:30,,,,New Shift,134040
794410,1/27/2025 21:01,,,,Out Punch,134040
802165,1/29/2025 6:01,,,,New Shift,134040
802165,1/29/2025 10:02,,,,Out Punch,134040
848984,1/29/2025 10:01,,,,New Shift,134040
848984,1/29/2025 14:05,,,,Out Punch,134040
848893,1/29/2025 16:30,,,,New Shift,134040
848893,1/29/2025 21:01,,,,Out Punch,134040
849003,1/30/2025 10:00,,,,New Shift,134040
849003,1/30/2025 14:55,,,,Out Punch,134040
528309,1/30/2025 17:00,,,,New Shift,134040
528309,1/30/2025 20:59,,,,Out Punch,134040
802165,1/31/2025 6:02,,,,New Shift,134040
802165,1/31/2025 10:04,,,,Out Punch,134040
848835,1/31/2025 16:57,,,,New Shift,134040
848835,1/31/2025 20:58,,,,Out Punch,134040
849098,1/31/2025 17:16,,,,New Shift,134040
849098,1/31/2025 20:58,,,,Out Punch,134040
849003,2/1/2025 16:59,,,,New Shift,134040
849003,2/1/2025 21:01,,,,Out Punch,134040
849098,2/1/2025 17:00,,,,New Shift,134040
849098,2/1/2025 21:01,,,,Out Punch,134040
848893,2/2/2025 15:58,,,,New Shift,134040
848893,2/2/2025 20:01,,,,Out Punch,134040
849098,2/2/2025 15:59,,,,New Shift,134040
849098,2/2/2025 20:01,,,,Out Punch,134040
848835,2/3/2025 10:03,,,,New Shift,134040
848835,2/3/2025 14:00,,,,Out Punch,134040
848893,2/3/2025 17:03,,,,New Shift,134040
848893,2/3/2025 20:55,,,,Out Punch,134040
849003,2/4/2025 9:58,,,,New Shift,134040
849003,2/4/2025 14:08,,,,Out Punch,134040
528309,2/4/2025 17:00,,,,New Shift,134040
528309,2/4/2025 21:00,,,,Out Punch,134040
802165,2/5/2025 5:59,,,,New Shift,134040
802165,2/5/2025 10:05,,,,Out Punch,134040
848893,2/5/2025 17:01,,,,New Shift,134040
848893,2/5/2025 21:00,,,,Out Punch,134040
849003,2/6/2025 9:59,,,,New Shift,134040
849003,2/6/2025 14:54,,,,Out Punch,134040
528309,2/6/2025 17:00,,,,New Shift,134040
528309,2/6/2025 20:58,,,,Out Punch,134040
802165,2/6/2025 18:01,,,,New Shift,134040
802165,2/6/2025 20:58,,,,Out Punch,134040
802165,2/7/2025 7:58,,,,New Shift,134040
802165,2/7/2025 12:02,,,,Out Punch,134040
848893,2/7/2025 10:10,,,,New Shift,134040
848893,2/7/2025 14:01,,,,Out Punch,134040
848893,2/7/2025 17:00,,,,New Shift,134040
848893,2/7/2025 21:00,,,,Out Punch,134040
849098,2/7/2025 17:03,,,,New Shift,134040
849098,2/7/2025 20:56,,,,Out Punch,134040
848893,2/8/2025 14:41,,,,New Shift,134040
848893,2/8/2025 19:18,,,,Out Punch,134040
848835,2/8/2025 17:03,,,,New Shift,134040
848835,2/8/2025 21:01,,,,Out Punch,134040
848984,2/8/2025 17:12,,,,New Shift,134040
848984,2/8/2025 21:01,,,,Out Punch,134040
696740,1/26/2025 12:02,,,,New Shift,134040
696740,1/26/2025 15:33,,,,Out Punch,134040
838014,1/26/2025 13:00,,,,New Shift,134040
838014,1/26/2025 17:00,,,,Out Punch,134040
696740,1/26/2025 16:03,,,,CA 30 Min Meal at LT 5 Hrs,134040
696740,1/26/2025 19:20,,,,Out Punch,134040
838014,1/26/2025 17:30,,,,CA 30 Min Meal at LT 5 Hrs,134040
838014,1/26/2025 19:19,,,,Out Punch,134040
779615,1/27/2025 8:47,,,,New Shift,134040
779615,1/27/2025 13:15,,,,Out Punch,134040
800471,1/27/2025 9:46,,,,New Shift,134040
800471,1/27/2025 13:47,,,,Out Punch,134040
779615,1/27/2025 13:45,,,,CA 30 Min Meal at LT 5 Hrs,134040
779615,1/27/2025 18:17,,,,Out Punch,134040
800471,1/27/2025 14:17,,,,CA 30 Min Meal at LT 5 Hrs,134040
800471,1/27/2025 17:00,,,,Out Punch,134040
839745,1/27/2025 16:50,,,,New Shift,134040
839745,1/27/2025 21:08,,,,Out Punch,134040
840713,1/27/2025 17:32,,,,New Shift,134040
840713,1/27/2025 20:27,,,,Out Punch,134040
696740,1/28/2025 13:05,,,,New Shift,134040
696740,1/28/2025 17:38,,,,Out Punch,134040
839745,1/28/2025 16:56,,,,New Shift,134040
839745,1/28/2025 20:53,,,,Out Punch,134040
840713,1/28/2025 17:33,,,,New Shift,134040
840713,1/28/2025 20:14,,,,Out Punch,134040
696740,1/28/2025 18:08,,,,CA 30 Min Meal at LT 5 Hrs,134040
