Co Code,Batch ID,File #,Rate Code,Temp Dept,Reg Hours,O/T Hours,Hours 3 Code,Hours 3 Amount,Earnings 3 Code,Earnings 3 Amount,Memo Code,Memo Amount,Special Proc Code,Other Begin Date,Other End Date
K3W,Legion,523032,,,,,RP,1,,,WK,1,,,
K3W,Legion,523219,,,31.56,,,,,,WK,1,,,
K3W,Legion,523219,,,,2.83,,,,,WK,1,,,
K3W,Legion,523219,,,,,MP,2,,,WK,1,,,
K3W,Legion,523219,,,,,RP,4,,,WK,1,,,
K3W,Legion,523219,,,,,V,8,,,WK,1,,,
K3W,Legion,523219,,,32,,,,,,WK,2,,,
K3W,Legion,523219,,,,4.8,,,,,WK,2,,,
K3W,Legion,523219,,,,,RP,4,,,WK,2,,,
K3W,Legion,523219,,,,,MP,1,,,WK,2,,,
K3W,Legion,523219,,,,,V,9,,,WK,2,,,
K3W,Legion,523657,,,24,,,,,,WK,1,,,
K3W,Legion,523657,,,,3.8,,,,,WK,1,,,
K3W,Legion,523657,,,,,RP,3,,,WK,1,,,
K3W,Legion,523657,,,,,V,18,,,WK,1,,,
K3W,Legion,523657,,,39.55,,,,,,WK,2,,,
K3W,Legion,523657,,,,5.1,,,,,WK,2,,,
K3W,Legion,523657,,,,,RP,5,,,WK,2,,,
K3W,Legion,524230,,,22.9,,,,,,WK,1,,,
K3W,Legion,524230,,,,,RP,3,,,WK,1,,,
K3W,Legion,524230,,,,,MP,2,,,WK,1,,,
K3W,Legion,524230,,,,,S,16,,,WK,1,,,
K3W,Legion,524230,,,40,,,,,,WK,2,,,
K3W,Legion,524230,,,,3.88,,,,,WK,2,,,
K3W,Legion,524230,,,,,RP,6,,,WK,2,,,
K3W,Legion,524230,,,,,SPL,1,,,WK,2,,,
K3W,Legion,524230,,,,,MP,1,,,WK,2,,,
K3W,Legion,524230,,,,,F,3,,,WK,2,,,
K3W,Legion,524369,,,28.35,,,,,,WK,1,,,
K3W,Legion,524369,,,,,RP,5,,,WK,1,,,
K3W,Legion,524369,,,,,MP,1,,,WK,1,,,
K3W,Legion,524369,,,24.35,,,,,,WK,2,,,
K3W,Legion,524369,,,,,RP,4,,,WK,2,,,
K3W,Legion,524369,,,,,MP,1,,,WK,2,,,
K3W,Legion,524369,,,,,S,8,,,WK,2,,,
K3W,Legion,524529,,,40,,,,,,WK,1,,,
K3W,Legion,524529,,,,5.61,,,,,WK,1,,,
K3W,Legion,524529,,,,,RP,5,,,WK,1,,,
K3W,Legion,524529,,,40,,,,,,WK,2,,,
K3W,Legion,524529,,,,5.55,,,,,WK,2,,,
K3W,Legion,524529,,,,,RP,5,,,WK,2,,,
K3W,Legion,524529,,,,,MP,1,,,WK,2,,,
K3W,Legion,525805,,001300,,2.78,,,,,WK,1,,,
K3W,Legion,525805,,001300,,,RP,5,,,WK,1,,,
K3W,Legion,525805,,,25.76,,,,,,WK,2,,,
K3W,Legion,525805,,,,,RP,4,,,WK,2,,,
K3W,Legion,525805,,,,,MP,1,,,WK,2,,,
K3W,Legion,525805,,001336,7.34,,,,,,WK,2,,,
K3W,Legion,525805,,001336,,,RP,1,,,WK,2,,,
K3W,Legion,526476,,,38.05,,,,,,WK,1,,,
K3W,Legion,526476,,,,4.53,,,,,WK,1,,,
K3W,Legion,526476,,,,,RP,5,,,WK,1,,,
K3W,Legion,526476,,,,,V,4,,,WK,1,,,
K3W,Legion,526476,,,40,,,,,,WK,2,,,
K3W,Legion,526476,,,,5.18,,,,,WK,2,,,
K3W,Legion,526476,,,,,RP,5,,,WK,2,,,
K3W,Legion,526521,,,4.1,,,,,,WK,1,,,
K3W,Legion,526521,,,,,MP,1,,,WK,1,,,
K3W,Legion,526521,,,,,RP,1,,,WK,1,,,
K3W,Legion,526521,,,4.05,,,,,,WK,2,,,
K3W,Legion,526521,,,,,MP,1,,,WK,2,,,
K3W,Legion,526521,,,,,RP,1,,,WK,2,,,
K3W,Legion,526541,,,4.05,,,,,,WK,1,,,
K3W,Legion,526541,,,,,MP,1,,,WK,1,,,
K3W,Legion,526541,,,,,RP,1,,,WK,1,,,
K3W,Legion,526541,,,4.03,,,,,,WK,2,,,
K3W,Legion,526541,,,,,MP,1,,,WK,2,,,
K3W,Legion,526541,,,,,RP,1,,,WK,2,,,
K3W,Legion,526675,,,28.13,,,,,,WK,1,,,
K3W,Legion,526675,,,,,RP,5,,,WK,1,,,
K3W,Legion,526675,,,,,MP,3,,,WK,1,,,
K3W,Legion,526675,,,,,S,8,,,WK,1,,,
K3W,Legion,526675,,,,,V,3,,,WK,1,,,
K3W,Legion,526675,,,38.03,,,,,,WK,2,,,
K3W,Legion,526675,,,,0.05,,,,,WK,2,,,
K3W,Legion,526675,,,,,RP,5,,,WK,2,,,
K3W,Legion,526675,,,,,V,2,,,WK,2,,,
K3W,Legion,527454,,,39.85,,,,,,WK,1,,,
K3W,Legion,527454,,,,2.21,,,,,WK,1,,,
K3W,Legion,527454,,,,,RP,5,,,WK,1,,,
K3W,Legion,527454,,,32,,,,,,WK,2,,,
K3W,Legion,527454,,,,3.93,,,,,WK,2,,,
K3W,Legion,527454,,,,,RP,4,,,WK,2,,,
K3W,Legion,528309,,,3.98,,,,,,WK,1,,,
K3W,Legion,528309,,,,,MP,1,,,WK,1,,,
K3W,Legion,528309,,,7.96,,,,,,WK,2,,,
K3W,Legion,528309,,,,,MP,2,,,WK,2,,,
K3W,Legion,528309,,,,,RP,1,,,WK,2,,,
K3W,Legion,528559,,,8.03,,,,,,WK,1,,,
K3W,Legion,528559,,,,,MP,2,,,WK,1,,,
K3W,Legion,528559,,,,,RP,1,,,WK,1,,,
K3W,Legion,528559,,,7.98,,,,,,WK,2,,,
K3W,Legion,528559,,,,,MP,2,,,WK,2,,,
K3W,Legion,528559,,,,,RP,1,,,WK,2,,,
K3W,Legion,529868,,,34.38,,,,,,WK,1,,,
K3W,Legion,529868,,,,0.03,,,,,WK,1,,,
K3W,Legion,529868,,,,,RP,5,,,WK,1,,,
K3W,Legion,529868,,,,,MP,1,,,WK,1,,,
K3W,Legion,529868,,,28.31,,,,,,WK,2,,,
K3W,Legion,529868,,,,0.05,,,,,WK,2,,,
K3W,Legion,529868,,,,,MP,2,,,WK,2,,,
K3W,Legion,529868,,,,,RP,4,,,WK,2,,,
K3W,Legion,531891,,,39.33,,,,,,WK,1,,,
K3W,Legion,531891,,,,3.76,,,,,WK,1,,,
K3W,Legion,531891,,,,,RP,5,,,WK,1,,,
K3W,Legion,531891,,,,,MP,1,,,WK,1,,,
K3W,Legion,531891,,,40,,,,,,WK,2,,,
K3W,Legion,531891,,,,4.65,,,,,WK,2,,,
K3W,Legion,531891,,,,,RP,5,,,WK,2,,,
K3W,Legion,532040,,,,,F,8,,,WK,1,,,
K3W,Legion,532040,,,,,V,32,,,WK,1,,,
K3W,Legion,532040,,,37.21,,,,,,WK,2,,,
K3W,Legion,532040,,,,0.41,,,,,WK,2,,,
K3W,Legion,532040,,,,,RP,5,,,WK,2,,,
K3W,Legion,532786,,,36.1,,,,,,WK,1,,,
K3W,Legion,532786,,,,,RP,5,,,WK,1,,,
K3W,Legion,532786,,,36.75,,,,,,WK,2,,,
K3W,Legion,532786,,,,,RP,5,,,WK,2,,,
K3W,Legion,533174,,,20.28,,,,,,WK,1,,,
K3W,Legion,533174,,,,,MP,5,,,WK,1,,,
K3W,Legion,533174,,,,,RP,5,,,WK,1,,,
K3W,Legion,533174,,,26.7,,,,,,WK,2,,,
K3W,Legion,533174,,,,,MP,3,,,WK,2,,,
K3W,Legion,533174,,,,,RP,4,,,WK,2,,,
K3W,Legion,533327,,,8.65,,,,,,WK,1,,,
K3W,Legion,533327,,,,,MP,2,,,WK,1,,,
K3W,Legion,533327,,,,,RP,2,,,WK,1,,,
K3W,Legion,533327,,,8.53,,,,,,WK,2,,,
K3W,Legion,533327,,,,,MP,2,,,WK,2,,,
K3W,Legion,533327,,,,,RP,2,,,WK,2,,,
K3W,Legion,533337,,,4.08,,,,,,WK,1,,,
K3W,Legion,533337,,,,,MP,1,,,WK,1,,,
K3W,Legion,533337,,,,,RP,1,,,WK,1,,,
K3W,Legion,533337,,,4.1,,,,,,WK,2,,,
K3W,Legion,533337,,,,,MP,1,,,WK,2,,,
K3W,Legion,533337,,,,,RP,1,,,WK,2,,,
K3W,Legion,533462,,,33.15,,,,,,WK,1,,,
K3W,Legion,533462,,,,,RP,5,,,WK,1,,,
K3W,Legion,533462,,,34.03,,,,,,WK,2,,,
K3W,Legion,533462,,,,,RP,5,,,WK,2,,,
K3W,Legion,533847,,,7.61,,,,,,WK,1,,,
K3W,Legion,533847,,,,,MP,2,,,WK,1,,,
K3W,Legion,533847,,,7.96,,,,,,WK,2,,,
K3W,Legion,533847,,,,,MP,2,,,WK,2,,,
K3W,Legion,533847,,,,,RP,1,,,WK,2,,,
K3W,Legion,533847,,,,,S,4,,,WK,2,,,
K3W,Legion,534495,,,11.56,,,,,,WK,1,,,
K3W,Legion,534495,,,,,MP,1,,,WK,1,,,
K3W,Legion,534495,,,,,RP,2,,,WK,1,,,
K3W,Legion,534495,,,12.16,,,,,,WK,2,,,
K3W,Legion,534495,,,,,MP,3,,,WK,2,,,
K3W,Legion,534495,,,,,RP,3,,,WK,2,,,
K3W,Legion,536059,,,13.41,,,,,,WK,1,,,
K3W,Legion,536059,,,,,RP,2,,,WK,1,,,
K3W,Legion,536059,,,16.73,,,,,,WK,2,,,
K3W,Legion,536059,,,,,MP,2,,,WK,2,,,
K3W,Legion,536059,,,,,RP,3,,,WK,2,,,
K3W,Legion,536059,,001388,7.98,,,,,,WK,2,,,
K3W,Legion,536059,,001388,,,RP,1,,,WK,2,,,
K3W,Legion,536420,,,4.06,,,,,,WK,1,,,
K3W,Legion,536420,,,,,MP,1,,,WK,1,,,
K3W,Legion,536420,,,,,RP,1,,,WK,1,,,
K3W,Legion,536420,,,3.96,,,,,,WK,2,,,
K3W,Legion,536420,,,,,MP,1,,,WK,2,,,
K3W,Legion,536634,,,7.98,,,,,,WK,1,,,
K3W,Legion,536634,,,,,MP,2,,,WK,1,,,
K3W,Legion,536634,,,,,RP,1,,,WK,1,,,
K3W,Legion,536634,,,,,S,4,,,WK,1,,,
K3W,Legion,536634,,,16.06,,,,,,WK,2,,,
K3W,Legion,536634,,,,,MP,4,,,WK,2,,,
K3W,Legion,536634,,,,,RP,3,,,WK,2,,,
K3W,Legion,538528,,,6.55,,,,,,WK,1,,,
K3W,Legion,538528,,,,,RP,1,,,WK,1,,,
K3W,Legion,538528,,,36.15,,,,,,WK,2,,,
K3W,Legion,538528,,,,,RP,5,,,WK,2,,,
K3W,Legion,540122,,,23.68,,,,,,WK,1,,,
K3W,Legion,540122,,,,,MP,1,,,WK,1,,,
K3W,Legion,540122,,,,,RP,4,,,WK,1,,,
K3W,Legion,540122,,,40,,,,,,WK,2,,,
K3W,Legion,540122,,,,9.13,,,,,WK,2,,,
K3W,Legion,540122,,,,,RP,6,,,WK,2,,,
K3W,Legion,540257,,,38.73,,,,,,WK,1,,,
K3W,Legion,540257,,,,0.25,,,,,WK,1,,,
K3W,Legion,540257,,,,,RP,5,,,WK,1,,,
K3W,Legion,540257,,,37.81,,,,,,WK,2,,,
K3W,Legion,540257,,,,,RP,5,,,WK,2,,,
K3W,Legion,540265,,,18.01,,,,,,WK,1,,,
K3W,Legion,540265,,,,,MP,4,,,WK,1,,,
K3W,Legion,540265,,,,,RP,4,,,WK,1,,,
K3W,Legion,540265,,,13.33,,,,,,WK,2,,,
K3W,Legion,540265,,,,,MP,3,,,WK,2,,,
K3W,Legion,540265,,,,,RP,2,,,WK,2,,,
K3W,Legion,544883,,,35.58,,,,,,WK,1,,,
K3W,Legion,544883,,,,,RP,5,,,WK,1,,,
K3W,Legion,544883,,,,,MP,1,,,WK,1,,,
K3W,Legion,544883,,,,,MP,1,,,WK,2,,,
K3W,Legion,544883,,,18.85,,,,,,WK,2,,,
K3W,Legion,544883,,,,,RP,2,,,WK,2,,,
K3W,Legion,544883,,,,,S,21,,,WK,2,,,
K3W,Legion,544906,,,40,,,,,,WK,1,,,
K3W,Legion,544906,,,,5.53,,,,,WK,1,,,
K3W,Legion,544906,,,,,RP,5,,,WK,1,,,
K3W,Legion,544906,,,40,,,,,,WK,2,,,
K3W,Legion,544906,,,,5.3,,,,,WK,2,,,
K3W,Legion,544906,,,,,RP,5,,,WK,2,,,
K3W,Legion,546229,,,40,,,,,,WK,1,,,
K3W,Legion,546229,,,,5.5,,,,,WK,1,,,
K3W,Legion,546229,,,,,RP,5,,,WK,1,,,
K3W,Legion,546229,,,40,,,,,,WK,2,,,
K3W,Legion,546229,,,,4.61,,,,,WK,2,,,
K3W,Legion,546229,,,,,RP,5,,,WK,2,,,
K3W,Legion,548394,,,23.5,,,,,,WK,1,,,
K3W,Legion,548394,,,,0.71,,,,,WK,1,,,
K3W,Legion,548394,,,,,RP,3,,,WK,1,,,
K3W,Legion,548394,,,40,,,,,,WK,2,,,
K3W,Legion,548394,,,,4.11,,,,,WK,2,,,
K3W,Legion,548394,,,,,RP,6,,,WK,2,,,
K3W,Legion,548394,,,,,MP,1,,,WK,2,,,
K3W,Legion,548696,,,7.51,,,,,,WK,1,,,
K3W,Legion,548696,,,,,RP,1,,,WK,1,,,
K3W,Legion,548696,,,,,V,32,,,WK,1,,,
K3W,Legion,548696,,,22.61,,,,,,WK,2,,,
K3W,Legion,548696,,,,,RP,3,,,WK,2,,,
K3W,Legion,548696,,,,,V,16,,,WK,2,,,
K3W,Legion,548716,,,20.01,,,,,,WK,1,,,
K3W,Legion,548716,,,,,MP,3,,,WK,1,,,
K3W,Legion,548716,,,,,RP,4,,,WK,1,,,
K3W,Legion,548716,,,19.48,,,,,,WK,2,,,
K3W,Legion,548716,,,,,MP,3,,,WK,2,,,
K3W,Legion,548716,,,,,RP,4,,,WK,2,,,
K3W,Legion,552314,,,40,,,,,,WK,2,,,
K3W,Legion,552314,,,,5.28,,,,,WK,2,,,
K3W,Legion,552314,,,,,RP,5,,,WK,2,,,
K3W,Legion,552355,,,32,,,,,,WK,1,,,
K3W,Legion,552355,,,,3.08,,,,,WK,1,,,
K3W,Legion,552355,,,,,RP,4,,,WK,1,,,
K3W,Legion,552355,,,,,MP,1,,,WK,1,,,
K3W,Legion,552355,,,,,V,9,,,WK,1,,,
K3W,Legion,552355,,,40,,,,,,WK,2,,,
K3W,Legion,552355,,,,5.58,,,,,WK,2,,,
K3W,Legion,552355,,,,,RP,5,,,WK,2,,,
K3W,Legion,552355,,,,,SPL,1,,,WK,2,,,
K3W,Legion,552355,,,,,MP,1,,,WK,2,,,
K3W,Legion,552887,,,40,,,,,,WK,1,,,
K3W,Legion,552887,,,,4.33,,,,,WK,1,,,
K3W,Legion,552887,,,,,RP,5,,,WK,1,,,
K3W,Legion,552887,,,32,,,,,,WK,2,,,
K3W,Legion,552887,,,,3.58,,,,,WK,2,,,
K3W,Legion,552887,,,,,RP,4,,,WK,2,,,
K3W,Legion,552887,,,,,S,8,,,WK,2,,,
K3W,Legion,553576,,,7.95,,,,,,WK,1,,,
K3W,Legion,553576,,,,,MP,2,,,WK,1,,,
K3W,Legion,553576,,,,,RP,1,,,WK,1,,,
K3W,Legion,553576,,,11.31,,,,,,WK,2,,,
K3W,Legion,553576,,,,,RP,2,,,WK,2,,,
K3W,Legion,553576,,,,,MP,1,,,WK,2,,,
K3W,Legion,553638,,,36.95,,,,,,WK,1,,,
K3W,Legion,553638,,,,4.41,,,,,WK,1,,,
K3W,Legion,553638,,,,,RP,5,,,WK,1,,,
K3W,Legion,553638,,,,,MP,1,,,WK,1,,,
K3W,Legion,553638,,,,,V,4,,,WK,1,,,
K3W,Legion,553638,,,39.65,,,,,,WK,2,,,
K3W,Legion,553638,,,,5.16,,,,,WK,2,,,
K3W,Legion,553638,,,,,RP,5,,,WK,2,,,
K3W,Legion,555641,,,28.76,,,,,,WK,1,,,
K3W,Legion,555641,,,,,RP,4,,,WK,1,,,
K3W,Legion,555641,,,,,V,4,,,WK,1,,,
K3W,Legion,555641,,,35.86,,,,,,WK,2,,,
K3W,Legion,555641,,,,,RP,5,,,WK,2,,,
K3W,Legion,555641,,,,,MP,1,,,WK,2,,,
K3W,Legion,555641,,,,,V,4,,,WK,2,,,
K3W,Legion,560805,,,40,,,,,,WK,1,,,
K3W,Legion,560805,,,,4.96,,,,,WK,1,,,
K3W,Legion,560805,,,,,RP,5,,,WK,1,,,
K3W,Legion,560805,,,40,,,,,,WK,2,,,
K3W,Legion,560805,,,,5.45,,,,,WK,2,,,
K3W,Legion,560805,,,,,MP,2,,,WK,2,,,
K3W,Legion,560805,,,,,RP,5,,,WK,2,,,
K3W,Legion,561486,,,38.76,,,,,,WK,1,,,
K3W,Legion,561486,,,,0.33,,,,,WK,1,,,
K3W,Legion,561486,,,,,RP,5,,,WK,1,,,
K3W,Legion,561486,,,,,MP,1,,,WK,1,,,
K3W,Legion,561486,,,39.68,,,,,,WK,2,,,
K3W,Legion,561486,,,,0.11,,,,,WK,2,,,
K3W,Legion,561486,,,,,RP,5,,,WK,2,,,
K3W,Legion,562255,,,15.86,,,,,,WK,1,,,
K3W,Legion,562255,,,,0.05,,,,,WK,1,,,
K3W,Legion,562255,,,,,RP,2,,,WK,1,,,
K3W,Legion,562255,,,22.45,,,,,,WK,2,,,
K3W,Legion,562255,,,,,RP,3,,,WK,2,,,
K3W,Legion,562561,,,,,RP,5,,,WK,1,,,
K3W,Legion,562561,,,35.7,,,,,,WK,2,,,
K3W,Legion,562561,,,,,RP,5,,,WK,2,,,
K3W,Legion,563019,,,4.05,,,,,,WK,1,,,
K3W,Legion,563019,,,,,MP,1,,,WK,1,,,
K3W,Legion,563019,,,,,RP,1,,,WK,1,,,
K3W,Legion,563019,,,4,,,,,,WK,2,,,
K3W,Legion,563019,,,,,MP,1,,,WK,2,,,
K3W,Legion,563019,,,,,RP,1,,,WK,2,,,
K3W,Legion,564380,,,3.98,,,,,,WK,1,,,
K3W,Legion,564380,,,,,MP,1,,,WK,1,,,
K3W,Legion,564380,,,4.53,,,,,,WK,2,,,
K3W,Legion,564380,,,,,MP,1,,,WK,2,,,
K3W,Legion,564380,,,,,RP,1,,,WK,2,,,
K3W,Legion,564405,,,14.3,,,,,,WK,1,,,
K3W,Legion,564405,,,,,MP,3,,,WK,1,,,
K3W,Legion,564405,,,,,RP,3,,,WK,1,,,
K3W,Legion,564405,,,17.88,,,,,,WK,2,,,
K3W,Legion,564405,,,,,RP,3,,,WK,2,,,
K3W,Legion,564405,,,,,MP,1,,,WK,2,,,
K3W,Legion,564751,,,,,MP,1,,,WK,1,,,
K3W,Legion,564751,,,,,RP,5,,,WK,1,,,
K3W,Legion,564751,,,33.26,,,,,,WK,1,,,
K3W,Legion,564751,,,,0.03,,,,,WK,1,,,
K3W,Legion,564751,,,,,V,4,,,WK,1,,,
K3W,Legion,564751,,,39.56,,,,,,WK,2,,,
K3W,Legion,564751,,,,1.01,,,,,WK,2,,,
K3W,Legion,564751,,,,,RP,5,,,WK,2,,,
K3W,Legion,564751,,,,,S,3,,,WK,2,,,
K3W,Legion,568433,,,9.28,,,,,,WK,1,,,
K3W,Legion,568433,,,,,MP,2,,,WK,1,,,
K3W,Legion,568433,,,,,RP,2,,,WK,1,,,
K3W,Legion,568433,,,4.6,,,,,,WK,2,,,
K3W,Legion,568433,,,,,MP,1,,,WK,2,,,
K3W,Legion,568433,,,,,RP,1,,,WK,2,,,
K3W,Legion,570082,,,3.83,,,,,,WK,1,,,
K3W,Legion,570082,,,,,MP,1,,,WK,1,,,
K3W,Legion,570082,,,4.05,,,,,,WK,2,,,
K3W,Legion,570082,,,,,MP,1,,,WK,2,,,
K3W,Legion,570082,,,,,RP,1,,,WK,2,,,
K3W,Legion,570407,,,13.48,,,,,,WK,1,,,
K3W,Legion,570407,,,,,MP,3,,,WK,1,,,
K3W,Legion,570407,,,,,RP,3,,,WK,1,,,
K3W,Legion,570407,,,9,,,,,,WK,2,,,
